,userName,toeflScore,greV,greQ,greA,termAndYear,ugCollege,cgpa,univName
11324,laksh85,109.0,157.0,161.0,4.0,Fall - 2012,NIE,0.075,Texas A and M University College Station
11326,sharmavishwas88,110.0,155.0,159.0,3.5,Fall - 2012,NIE,0.83,North Carolina State University
11327,27thmartian,101.0,151.0,169.0,3.0,Fall - 2014,NIET,0.71,University of Cincinnati
11328,27thmartian,101.0,151.0,169.0,3.0,Fall - 2014,NIET,0.71,Arizona State University
11329,maanitraj,115.0,550.0,780.0,4.5,Fall - 2010,Nirma Institute of Technology,0.8869999999999999,Virginia Polytechnic Institute and State University
11335,KMM,100.0,550.0,790.0,3.5,Fall - 2011,Nirma Institute of Technology,0.8470000000000001,University of Texas Dallas
11336,pruthvishrathod,98.0,150.0,166.0,4.0,Fall - 2014,Nirma Institute of Technology,0.775,University of Texas Dallas
11337,R0hanAm1n,112.0,157.0,162.0,3.0,Fall - 2014,Nirma Institute of Technology,0.78,University of Texas Dallas
11339,Viraj Raiyani,105.0,500.0,790.0,3.0,Fall - 2012,Nirma Institute of Technology,0.0832,University of Texas Dallas
11340,vishrutnshah,95.0,550.0,720.0,3.0,Fall - 2011,Nirma Institute of Technology,0.8460000000000001,University of Texas Dallas
11341,nishantrangrej08,85.0,530.0,780.0,3.0,Fall - 2012,Nirma Institute of Technology,0.755,University of Texas Arlington
11343,rishu.2689,95.0,360.0,700.0,3.5,Fall - 2011,Nirma Institute of Technology,0.6829999999999999,University of Texas Arlington
11346,bhavin_mankad,293.0,630.0,800.0,660.0,Fall - 2006,Nirma Institute of Technology,0.7938,University of Southern California
11347,dianachris,101.0,640.0,790.0,3.0,Fall - 2011,Nirma Institute of Technology,0.868,University of Southern California
11348,herat,110.0,152.0,166.0,3.5,Spring - 2013,Nirma Institute of Technology,0.889,University of Southern California
11350,maanitraj,115.0,550.0,780.0,4.5,Fall - 2010,Nirma Institute of Technology,0.8869999999999999,University of Southern California
11351,mvkothiya,101.0,148.0,170.0,3.5,Fall - 2012,Nirma Institute of Technology,0.828,University of Southern California
11352,vnshah,104.0,580.0,800.0,3.0,Fall - 2012,Nirma Institute of Technology,0.857,University of Southern California
11355,rav11,107.0,620.0,800.0,3.0,Fall - 2011,Nirma Institute of Technology,0.82,University of Pennsylvania
11356,siddramanath,107.0,410.0,790.0,4.0,Fall - 2011,Nirma Institute of Technology,0.851,University of Pennsylvania
11357,AmrutaMuley,114.0,156.0,161.0,4.0,Fall - 2012,Nirma Institute of Technology,0.8079999999999999,University of Michigan Ann Arbor
11358,maanitraj,115.0,550.0,780.0,4.5,Fall - 2010,Nirma Institute of Technology,0.8869999999999999,University of Michigan Ann Arbor
11359,AmrutaMuley,114.0,156.0,161.0,4.0,Fall - 2012,Nirma Institute of Technology,0.8079999999999999,University of Maryland College Park
11361,vikshrey,287.0,650.0,800.0,5.0,Fall - 2006,Nirma Institute of Technology,0.73,University of Maryland College Park
11362,maanitraj,115.0,550.0,780.0,4.5,Fall - 2010,Nirma Institute of Technology,0.8869999999999999,University of Illinois Urbana-Champaign
11363,bhavin_mankad,293.0,630.0,800.0,660.0,Fall - 2006,Nirma Institute of Technology,0.7938,University of Illinois Chicago
11366,vidhanshah123,112.0,34.0,50.0,5.5,Fall - 2012,Nirma Institute of Technology,0.754,University of Illinois Chicago
11367,herat,110.0,152.0,166.0,3.5,Spring - 2013,Nirma Institute of Technology,0.889,University of Florida
11368,jagat.takodara@gmail.com,103.0,155.0,170.0,4.0,Fall - 2012,Nirma Institute of Technology,0.82,University of Florida
11369,KMM,100.0,550.0,790.0,3.5,Fall - 2011,Nirma Institute of Technology,0.8470000000000001,University of Florida
11370,maanitraj,115.0,550.0,780.0,4.5,Fall - 2010,Nirma Institute of Technology,0.8869999999999999,University of Florida
11371,sagar.p,100.0,150.0,158.0,3.0,Fall - 2013,Nirma Institute of Technology,0.8340000000000001,University of Florida
11372,siddramanath,107.0,410.0,790.0,4.0,Fall - 2011,Nirma Institute of Technology,0.851,University of Florida
11373,vnshah,104.0,580.0,800.0,3.0,Fall - 2012,Nirma Institute of Technology,0.857,University of Florida
11374,ap14,115.0,620.0,790.0,3.5,Spring - 2011,Nirma Institute of Technology,0.851,University of Colorado Boulder
11375,AmrutaMuley,114.0,156.0,161.0,4.0,Fall - 2012,Nirma Institute of Technology,0.8079999999999999,University of Cincinnati
11376,emperorniks,107.0,590.0,760.0,4.0,Fall - 2011,Nirma Institute of Technology,0.75,University of Cincinnati
11377,vidhanshah123,112.0,34.0,50.0,5.5,Fall - 2012,Nirma Institute of Technology,0.754,University of Cincinnati
11378,vidhi1shah,101.0,24.0,50.0,5.0,Fall - 2011,Nirma Institute of Technology,0.0764,University of Cincinnati
11379,jahnavee_sinh,116.0,700.0,800.0,4.0,Fall - 2011,Nirma Institute of Technology,0.943,University of California Los Angeles
11380,bhavin_mankad,293.0,630.0,800.0,660.0,Fall - 2006,Nirma Institute of Technology,0.7938,University of California Irvine
11381,AmrutaMuley,114.0,156.0,161.0,4.0,Fall - 2012,Nirma Institute of Technology,0.8079999999999999,University of Arizona
11382,bhavin_mankad,293.0,630.0,800.0,660.0,Fall - 2006,Nirma Institute of Technology,0.7938,University of Arizona
11384,vidhi1shah,101.0,24.0,50.0,5.0,Fall - 2011,Nirma Institute of Technology,0.0764,University of Arizona
11385,maanitraj,115.0,550.0,780.0,4.5,Fall - 2010,Nirma Institute of Technology,0.8869999999999999,Texas A and M University College Station
11386,NamanD7,114.0,157.0,166.0,3.5,Fall - 2014,Nirma Institute of Technology,0.8560000000000001,Texas A and M University College Station
11389,siddramanath,107.0,410.0,790.0,4.0,Fall - 2011,Nirma Institute of Technology,0.851,Syracuse University
11390,vidhanshah123,112.0,34.0,50.0,5.5,Fall - 2012,Nirma Institute of Technology,0.754,Syracuse University
11391,herat,110.0,152.0,166.0,3.5,Spring - 2013,Nirma Institute of Technology,0.889,SUNY Stony Brook
11396,AmrutaMuley,114.0,156.0,161.0,4.0,Fall - 2012,Nirma Institute of Technology,0.8079999999999999,SUNY Buffalo
11397,ankitvg,106.0,153.0,166.0,3.5,Fall - 2015,Nirma Institute of Technology,0.805,SUNY Buffalo
11398,pancholimanan24@yahoo.com,105.0,162.0,157.0,4.0,Fall - 2015,Nirma Institute of Technology,0.8059999999999999,SUNY Buffalo
11399,rushinshah111,96.0,150.0,162.0,3.0,Fall - 2015,Nirma Institute of Technology,0.7879999999999999,SUNY Buffalo
11400,tpbaraiya,99.0,151.0,168.0,3.0,Fall - 2015,Nirma Institute of Technology,0.752,SUNY Buffalo
11403,anr007,110.0,570.0,800.0,4.5,Fall - 2011,Nirma Institute of Technology,0.8759999999999999,Ohio State University Columbus
11407,mohitmodi,104.0,149.0,164.0,3.0,Fall - 2014,Nirma Institute of Technology,0.8099999999999999,Northeastern University
11408,parth_dhanani1987,7.0,410.0,710.0,3.0,Fall - 2011,Nirma Institute of Technology,0.8099999999999999,Northeastern University
11409,sagar.p,100.0,150.0,158.0,3.0,Fall - 2013,Nirma Institute of Technology,0.8340000000000001,Northeastern University
11410,vishrutnshah,95.0,550.0,720.0,3.0,Fall - 2011,Nirma Institute of Technology,0.8460000000000001,Northeastern University
11413,ap14,115.0,620.0,790.0,3.5,Spring - 2011,Nirma Institute of Technology,0.851,North Carolina State University
11414,dianachris,101.0,640.0,790.0,3.0,Fall - 2011,Nirma Institute of Technology,0.868,North Carolina State University
11415,judgementdey,117.0,650.0,800.0,4.5,Fall - 2009,Nirma Institute of Technology,0.8880000000000001,North Carolina State University
11416,mvkothiya,101.0,148.0,170.0,3.5,Fall - 2012,Nirma Institute of Technology,0.828,North Carolina State University
11417,rav11,107.0,620.0,800.0,3.0,Fall - 2011,Nirma Institute of Technology,0.82,North Carolina State University
11418,sid.roheda,114.0,161.0,164.0,4.0,Fall - 2015,Nirma Institute of Technology,0.8210000000000001,North Carolina State University
11421,emperorniks,107.0,590.0,760.0,4.0,Fall - 2011,Nirma Institute of Technology,0.75,New York University
11422,Mudra,108.0,450.0,800.0,4.0,Spring - 2013,Nirma Institute of Technology,0.778,New York University
11423,R0hanAm1n,112.0,157.0,162.0,3.0,Fall - 2014,Nirma Institute of Technology,0.78,New York University
11424,shefalibudhwani,116.0,600.0,770.0,4.5,Spring - 2011,Nirma Institute of Technology,0.7959999999999999,New York University
11425,vnshah,104.0,580.0,800.0,3.0,Fall - 2012,Nirma Institute of Technology,0.857,New York University
11426,jenis23,85.0,270.0,720.0,3.0,Fall - 2011,Nirma Institute of Technology,0.7,New Jersey Institute of Technology
11427,rishu.2689,95.0,360.0,700.0,3.5,Fall - 2011,Nirma Institute of Technology,0.6829999999999999,New Jersey Institute of Technology
11428,anishparikh,117.0,159.0,164.0,4.5,Fall - 2013,Nirma Institute of Technology,0.8539999999999999,Georgia Institute of Technology
11430,mayankant,263.0,390.0,800.0,4.0,Fall - 2007,Nirma Institute of Technology,0.865,Georgia Institute of Technology
11434,jaibhatt,108.0,152.0,166.0,3.5,Fall - 2014,Nirma Institute of Technology,0.8099999999999999,Cornell University
11435,mohitmodi,104.0,149.0,164.0,3.0,Fall - 2014,Nirma Institute of Technology,0.8099999999999999,Cornell University
11436,ap14,115.0,620.0,790.0,3.5,Spring - 2011,Nirma Institute of Technology,0.851,Columbia University
11437,shah.pratik36,115.0,670.0,800.0,4.0,Fall - 2012,Nirma Institute of Technology,0.8,Columbia University
11438,akashnpatel,102.0,141.0,165.0,3.5,Summer,Nirma Institute of Technology,0.0,Carnegie Mellon University
11439,AmrutaMuley,114.0,156.0,161.0,4.0,Fall - 2012,Nirma Institute of Technology,0.8079999999999999,Carnegie Mellon University
11440,anishparikh,117.0,159.0,164.0,4.5,Fall - 2013,Nirma Institute of Technology,0.8539999999999999,Carnegie Mellon University
11441,anr007,110.0,570.0,800.0,4.5,Fall - 2011,Nirma Institute of Technology,0.8759999999999999,Carnegie Mellon University
11442,ap14,115.0,620.0,790.0,3.5,Spring - 2011,Nirma Institute of Technology,0.851,Carnegie Mellon University
11443,emperorniks,107.0,590.0,760.0,4.0,Fall - 2011,Nirma Institute of Technology,0.75,Carnegie Mellon University
11444,jahnavee_sinh,116.0,700.0,800.0,4.0,Fall - 2011,Nirma Institute of Technology,0.943,Carnegie Mellon University
11445,judgementdey,117.0,650.0,800.0,4.5,Fall - 2009,Nirma Institute of Technology,0.8880000000000001,Carnegie Mellon University
11446,shah.pratik36,115.0,670.0,800.0,4.0,Fall - 2012,Nirma Institute of Technology,0.8,Carnegie Mellon University
11447,vidhi1shah,101.0,24.0,50.0,5.0,Fall - 2011,Nirma Institute of Technology,0.0764,Carnegie Mellon University
11448,bhavin_mankad,293.0,630.0,800.0,660.0,Fall - 2006,Nirma Institute of Technology,0.7938,Arizona State University
11449,herat,110.0,152.0,166.0,3.5,Spring - 2013,Nirma Institute of Technology,0.889,Arizona State University
11450,judgementdey,117.0,650.0,800.0,4.5,Fall - 2009,Nirma Institute of Technology,0.8880000000000001,Arizona State University
11451,KMM,100.0,550.0,790.0,3.5,Fall - 2011,Nirma Institute of Technology,0.8470000000000001,Arizona State University
11452,mvkothiya,101.0,148.0,170.0,3.5,Fall - 2012,Nirma Institute of Technology,0.828,Arizona State University
11453,rushinshah111,96.0,150.0,162.0,3.0,Fall - 2015,Nirma Institute of Technology,0.7879999999999999,Arizona State University
11454,exam123321,101.0,153.0,162.0,4.0,Fall - 2015,NIT,0.9590000000000001,Virginia Polytechnic Institute and State University
11456,exam123321,101.0,153.0,162.0,4.0,Fall - 2015,NIT,0.9590000000000001,University of Wisconsin Madison
11457,physcotico,115.0,157.0,162.0,5.0,Fall - 2013,NIT,0.75,University of Texas Dallas
11458,rook,110.0,154.0,169.0,3.5,Fall - 2013,NIT,0.91,University of Texas Austin
11459,ScarletPercy,106.0,430.0,800.0,4.0,Fall - 2012,NIT,0.8079999999999999,University of Texas Arlington
11460,antidote,113.0,660.0,750.0,4.0,Fall - 2011,NIT,0.892,University of Southern California
11461,greprepin,108.0,560.0,780.0,3.5,Fall - 2012,NIT,0.902,University of Southern California
11462,laloo,111.0,690.0,800.0,4.0,Fall - 2011,NIT,0.9,University of Southern California
11463,ric_agr,110.0,155.0,162.0,4.5,Fall - 2012,NIT,0.8800000000000001,University of Southern California
11465,laloo,111.0,690.0,800.0,4.0,Fall - 2011,NIT,0.9,University of Pennsylvania
11467,hi_its_me,94.0,156.0,162.0,2.5,Fall - 2015,NIT,0.845,University of Minnesota Twin Cities
11468,kalyan89,103.0,570.0,800.0,4.0,Fall - 2012,NIT,0.652,University of Minnesota Twin Cities
11469,kanwar4246,116.0,600.0,790.0,4.0,Fall - 2013,NIT,0.865,University of Minnesota Twin Cities
11472,crazy22,111.0,153.0,161.0,4.0,Fall - 2013,NIT,0.8370000000000001,University of Illinois Chicago
11474,exam123321,101.0,153.0,162.0,4.0,Fall - 2015,NIT,0.9590000000000001,University of Colorado Boulder
11475,sakethxyz,105.0,152.0,170.0,3.0,Fall - 2014,NIT,0.79,University of Colorado Boulder
11476,asam23,113.0,157.0,170.0,3.5,Fall - 2014,NIT,0.8490000000000001,University of California Irvine
11478,ScarletPercy,106.0,430.0,800.0,4.0,Fall - 2012,NIT,0.8079999999999999,University of Arizona
11479,abhi1991,115.0,159.0,166.0,4.0,Fall - 2013,NIT,0.924,Texas A and M University College Station
11481,sakethxyz,105.0,152.0,170.0,3.0,Fall - 2014,NIT,0.79,Texas A and M University College Station
11482,yugankchawla,108.0,156.0,170.0,3.0,Fall - 2013,NIT,0.8619999999999999,Texas A and M University College Station
11483,crazy22,111.0,153.0,161.0,4.0,Fall - 2013,NIT,0.8370000000000001,SUNY Buffalo
11484,harish.dubey123,112.0,152.0,168.0,4.0,Fall - 2012,NIT,0.7909999999999999,SUNY Buffalo
11485,ScarletPercy,106.0,430.0,800.0,4.0,Fall - 2012,NIT,0.8079999999999999,SUNY Buffalo
11486,victoryv,104.0,640.0,780.0,3.0,Fall - 2011,NIT,0.91,SUNY Buffalo
11487,abhi1991,115.0,159.0,166.0,4.0,Fall - 2013,NIT,0.924,Ohio State University Columbus
11488,abhi1991,115.0,159.0,166.0,4.0,Fall - 2013,NIT,0.924,North Carolina State University
11489,antidote,113.0,660.0,750.0,4.0,Fall - 2011,NIT,0.892,North Carolina State University
11490,asam23,113.0,157.0,170.0,3.5,Fall - 2014,NIT,0.8490000000000001,North Carolina State University
11491,echoplex,107.0,560.0,780.0,4.0,Fall - 2011,NIT,0.78,North Carolina State University
11493,kanwar4246,116.0,600.0,790.0,4.0,Fall - 2013,NIT,0.865,North Carolina State University
11494,overdrive,108.0,610.0,790.0,3.5,Fall - 2012,NIT,0.835,North Carolina State University
11495,yugankchawla,108.0,156.0,170.0,3.0,Fall - 2013,NIT,0.8619999999999999,North Carolina State University
11497,abhi1991,115.0,159.0,166.0,4.0,Fall - 2013,NIT,0.924,Georgia Institute of Technology
11498,crazy22,111.0,153.0,161.0,4.0,Fall - 2013,NIT,0.8370000000000001,Georgia Institute of Technology
11499,exam123321,101.0,153.0,162.0,4.0,Fall - 2015,NIT,0.9590000000000001,Georgia Institute of Technology
11500,SIndia,113.0,166.0,169.0,3.5,Fall - 2015,NIT,0.922,Georgia Institute of Technology
11501,laloo,111.0,690.0,800.0,4.0,Fall - 2011,NIT,0.9,Columbia University
11503,antidote,113.0,660.0,750.0,4.0,Fall - 2011,NIT,0.892,Arizona State University
11505,vegetavivek,110.0,470.0,800.0,3.5,Fall - 2011,NIT - Bhopal,0.799,University of Florida
11506,PrSa,108.0,630.0,790.0,4.0,Fall - 2011,NIT - Bhopal,0.915,SUNY Stony Brook
11508,crs1310,111.0,153.0,165.0,4.5,Fall - 2013,NIT - Surthkal Karnatka,0.79,Carnegie Mellon University
11510,Ivarstanford,109.0,157.0,167.0,4.5,Fall - 2012,NIT - Trichy,0.8800000000000001,Columbia University
11512,DreamsOnFire,101.0,490.0,770.0,3.5,Fall - 2011,NIT (NIT) Durgapur,0.8460000000000001,University of Florida
11513,DreamsOnFire,101.0,490.0,770.0,3.5,Fall - 2011,NIT (NIT) Durgapur,0.8460000000000001,University of Arizona
11514,jaypadia,104.0,470.0,800.0,4.5,Spring - 2008,NIT (REC) Calicut India,0.61,University of Texas Arlington
11515,jaypadia,104.0,470.0,800.0,4.5,Spring - 2008,NIT (REC) Calicut India,0.61,University of Southern California
11516,jaypadia,104.0,470.0,800.0,4.5,Spring - 2008,NIT (REC) Calicut India,0.61,New Jersey Institute of Technology
11517,ronybony90,101.0,156.0,161.0,3.5,Fall - 2015,NIT Agartala,0.726,University of Massachusetts Amherst
11518,bettyfall12,112.0,161.0,170.0,3.5,Fall - 2012,NIT Allahabad,0.956,University of Wisconsin Madison
11519,mapamaka,102.0,520.0,770.0,2.5,Fall - 2011,NIT Allahabad,0.71,University of Utah
11521,lincrhyme,108.0,154.0,166.0,4.5,Fall - 2012,NIT Allahabad,0.767,University of Texas Dallas
11522,pallab_hazarika,97.0,149.0,160.0,3.5,Fall - 2013,NIT ALLAHABAD,0.71,University of Texas Dallas
11524,caggarwal83,108.0,560.0,750.0,3.0,Fall - 2011,NIT Allahabad,0.93,University of Southern California
11526,havoc_knight,107.0,154.0,162.0,3.5,Fall - 2015,NIT Allahabad,0.7390000000000001,University of Southern California
11527,menfron,100.0,153.0,158.0,4.0,Fall - 2015,Nit Allahabad,0.602,University of North Carolina Charlotte
11528,DC++,96.0,148.0,164.0,3.5,Fall - 2013,NIT ALLAHABAD,0.905,University of Minnesota Twin Cities
11529,abhaythewinner,112.0,156.0,168.0,4.0,Fall - 2013,NIT Allahabad,0.9129999999999999,University of Illinois Urbana-Champaign
11530,rahul_aeon,297.0,680.0,800.0,5.0,Fall - 2006,NIT Allahabad,0.8370000000000001,University of Illinois Chicago
11531,eternalgod,112.0,152.0,162.0,3.5,Fall - 2015,NIT Allahabad,0.7070000000000001,University of Florida
11532,lina927,105.0,600.0,800.0,3.5,Fall - 2009,NIT Allahabad,0.738,University of Florida
11533,sokupa,109.0,155.0,166.0,2.5,Fall - 2015,NIT ALLAHABAD,0.7859999999999999,University of Florida
11534,syed1,105.0,155.0,165.0,4.0,Fall - 2012,NIT Allahabad,0.866,University of Florida
11535,eternalgod,112.0,152.0,162.0,3.5,Fall - 2015,NIT Allahabad,0.7070000000000001,University of Cincinnati
11536,ETN1,107.0,640.0,800.0,3.5,Fall - 2012,NIT Allahabad,0.7609999999999999,University of Cincinnati
11537,jain.lk,108.0,34.0,48.0,5.0,Fall - 2011,NIT Allahabad,0.7759999999999999,University of Cincinnati
11538,caggarwal83,108.0,560.0,750.0,3.0,Fall - 2011,NIT Allahabad,0.93,University of California Santa Barbara
11540,akash11oct,112.0,162.0,170.0,5.0,Fall - 2014,NIT Allahabad,0.8550000000000001,University of Arizona
11541,abhaythewinner,112.0,156.0,168.0,4.0,Fall - 2013,NIT Allahabad,0.9129999999999999,Texas A and M University College Station
11545,mail2akash,105.0,155.0,165.0,3.0,Fall - 2014,NIT Allahabad,0.8800000000000001,Texas A and M University College Station
11546,djains007,103.0,151.0,165.0,3.0,Fall - 2015,NIT Allahabad,0.8699999999999999,SUNY Stony Brook
11547,yash0101,104.0,152.0,164.0,3.0,Fall - 2012,NIT Allahabad,0.868,SUNY Stony Brook
11548,anjan1989,97.0,148.0,165.0,2.5,Fall - 2013,NIT Allahabad,0.726,SUNY Buffalo
11549,ETN1,107.0,640.0,800.0,3.5,Fall - 2012,NIT Allahabad,0.7609999999999999,SUNY Buffalo
11550,mapamaka,102.0,520.0,770.0,2.5,Fall - 2011,NIT Allahabad,0.71,SUNY Buffalo
11551,router123,111.0,155.0,167.0,4.0,Fall - 2013,NIT Allahabad,0.7829999999999999,SUNY Buffalo
11552,sokupa,109.0,155.0,166.0,2.5,Fall - 2015,NIT ALLAHABAD,0.7859999999999999,SUNY Buffalo
11553,abhaythewinner,112.0,156.0,168.0,4.0,Fall - 2013,NIT Allahabad,0.9129999999999999,Ohio State University Columbus
11554,abhaythewinner,112.0,156.0,168.0,4.0,Fall - 2013,NIT Allahabad,0.9129999999999999,North Carolina State University
11555,praveenalam,107.0,155.0,167.0,3.5,Fall - 2014,NIT Allahabad,0.8480000000000001,North Carolina State University
11556,vptk28,98.0,155.0,165.0,4.0,Fall - 2014,NIT Allahabad,0.8550000000000001,North Carolina State University
11558,akash11oct,112.0,162.0,170.0,5.0,Fall - 2014,NIT Allahabad,0.8550000000000001,Carnegie Mellon University
11559,blitz21,114.0,159.0,160.0,4.0,Fall - 2013,NIT Allahabad,0.721,Carnegie Mellon University
